[2024-04-18 18:38:19.866047] [0x00007f006e7d1f80] [info] [0x00010092] [1] Initial timestamp, Current time, User-defined position x, User-defined position y, User-defined position z, User-defined velocity x, User-defined velocity y, User-defined velocity z, User-defined acceleration x, User-defined acceleration y, User-defined acceleration z, User-defined yaw, User-defined yaw_dot, User-defined yaw_dot_dot
[2024-04-18 18:38:20.187859] [0x00007f006e7d1f80] [info] [0x00010092] [33] 1713479899865911, 0.321791, -0.0002623, -0.000177327, 0.000193922, -0.0031467, -0.00211652, 0.00231793, -0.0276007, -0.0183971, 0.0202, -2.54948, -0.0366607, -0.0168989
[2024-04-18 18:38:20.197842] [0x00007f006e7d1f80] [info] [0x00010092] [34] 1713479899865911, 0.331776, -0.000295121, -0.000199394, 0.000218091, -0.00342984, -0.00230514, 0.00252507, -0.0291182, -0.0193864, 0.0212932, -2.54985, -0.03683, -0.0170068
[2024-04-18 18:38:20.207799] [0x00007f006e7d1f80] [info] [0x00010092] [35] 1713479899865911, 0.341767, -0.000330867, -0.000223409, 0.0002444, -0.00372846, -0.00250384, 0.00274335, -0.0306636, -0.0203919, 0.0224049, -2.55022, -0.0370005, -0.0171156
[2024-04-18 18:38:20.217833] [0x00007f006e7d1f80] [info] [0x00010092] [36] 1713479899865911, 0.351778, -0.000369756, -0.000249513, 0.000273006, -0.0040433, -0.00271309, 0.00297329, -0.0322383, -0.0214142, 0.023536, -2.55059, -0.0371724, -0.0172256
[2024-04-18 18:38:20.227923] [0x00007f006e7d1f80] [info] [0x00010092] [37] 1713479899865911, 0.361845, -0.00041212, -0.000277929, 0.00030415, -0.00437592, -0.0029339, 0.00321602, -0.0338471, -0.0224564, 0.0246898, -2.55097, -0.0373463, -0.0173372
[2024-04-18 18:38:20.237830] [0x00007f006e7d1f80] [info] [0x00010092] [38] 1713479899865911, 0.371807, -0.000457419, -0.000308288, 0.000337432, -0.00472113, -0.0031628, 0.00346774, -0.0354633, -0.0235011, 0.0258471, -2.55134, -0.0375196, -0.0174486
[2024-04-18 18:38:20.247833] [0x00007f006e7d1f80] [info] [0x00010092] [39] 1713479899865911, 0.381811, -0.000506451, -0.000341122, 0.000373436, -0.00508412, -0.00340321, 0.00373219, -0.0371093, -0.0245627, 0.0270239, -2.55171, -0.0376947, -0.0175615
[2024-04-18 18:38:20.257831] [0x00007f006e7d1f80] [info] [0x00010092] [40] 1713479899865911, 0.391807, -0.000559154, -0.000376385, 0.000412113, -0.00546338, -0.00365408, 0.00400825, -0.038776, -0.0256352, 0.0282136, -2.55209, -0.0378708, -0.0176752
[2024-04-18 18:38:20.267827] [0x00007f006e7d1f80] [info] [0x00010092] [41] 1713479899865911, 0.401807, -0.000615755, -0.000414226, 0.000453626, -0.00585956, -0.00391585, 0.00429639, -0.0404646, -0.0267193, 0.029417, -2.55247, -0.0380481, -0.01779
[2024-04-18 18:38:20.277847] [0x00007f006e7d1f80] [info] [0x00010092] [42] 1713479899865911, 0.411775, -0.000676201, -0.000454605, 0.000497934, -0.00627139, -0.00418762, 0.00459565, -0.0421679, -0.0278103, 0.0306288, -2.55285, -0.0382261, -0.0179054
[2024-04-18 18:38:20.287833] [0x00007f006e7d1f80] [info] [0x00010092] [43] 1713479899865911, 0.421812, -0.0007413, -0.000498055, 0.000545624, -0.00670331, -0.0044723, 0.00490925, -0.0439022, -0.0289185, 0.0318606, -2.55324, -0.0384064, -0.0180227
[2024-04-18 18:38:20.297838] [0x00007f006e7d1f80] [info] [0x00010092] [44] 1713479899865911, 0.431806, -0.000810514, -0.000544214, 0.000596299, -0.00715078, -0.00476686, 0.00523384, -0.0456474, -0.030031, 0.0330981, -2.55362, -0.0385871, -0.0181405
[2024-04-18 18:38:20.307833] [0x00007f006e7d1f80] [info] [0x00010092] [45] 1713479899865911, 0.441772, -0.000884075, -0.00059323, 0.000650123, -0.00761444, -0.00507172, 0.00556988, -0.0474049, -0.0311486, 0.0343421, -2.55401, -0.0387684, -0.018259
[2024-04-18 18:38:20.317876] [0x00007f006e7d1f80] [info] [0x00010092] [46] 1713479899865911, 0.451786, -0.000962733, -0.000645599, 0.000707643, -0.00809807, -0.00538929, 0.00592008, -0.0491873, -0.0322792, 0.0356016, -2.5544, -0.0389519, -0.0183791
[2024-04-18 18:38:20.327807] [0x00007f006e7d1f80] [info] [0x00010092] [47] 1713479899865911, 0.461781, -0.00104616, -0.000701096, 0.000768614, -0.00859865, -0.00571759, 0.00628224, -0.0509818, -0.0334146, 0.0368673, -2.55479, -0.0391362, -0.0185001
[2024-04-18 18:38:20.337843] [0x00007f006e7d1f80] [info] [0x00010092] [48] 1713479899865911, 0.471774, -0.00113466, -0.00075992, 0.000833254, -0.00911714, -0.0060572, 0.00665701, -0.0527905, -0.034556, 0.0381407, -2.55518, -0.0393217, -0.0186222
[2024-04-18 18:38:20.347847] [0x00007f006e7d1f80] [info] [0x00010092] [49] 1713479899865911, 0.481816, -0.00122891, -0.000822508, 0.000902048, -0.00965644, -0.00641, 0.00704648, -0.0546218, -0.0357086, 0.0394277, -2.55557, -0.0395093, -0.0187459
[2024-04-18 18:38:20.357830] [0x00007f006e7d1f80] [info] [0x00010092] [50] 1713479899865911, 0.491804, -0.00132811, -0.000888331, 0.000974417, -0.0102112, -0.0067724, 0.0074467, -0.0564561, -0.03686, 0.0407143, -2.55597, -0.0396971, -0.0188702
[2024-04-18 18:38:20.367814] [0x00007f006e7d1f80] [info] [0x00010092] [51] 1713479899865911, 0.501802, -0.00143306, -0.000957903, 0.00105093, -0.0107848, -0.00714671, 0.00786022, -0.0583041, -0.0380169, 0.0420081, -2.55637, -0.0398864, -0.0189956
[2024-04-18 18:38:20.377957] [0x00007f006e7d1f80] [info] [0x00010092] [52] 1713479899865911, 0.511889, -0.00154484, -0.00103195, 0.00113237, -0.0113824, -0.00753608, 0.00829057, -0.0601798, -0.0391878, 0.0433187, -2.55677, -0.0400787, -0.0191234
[2024-04-18 18:38:20.387802] [0x00007f006e7d1f80] [info] [0x00010092] [53] 1713479899865911, 0.521798, -0.00166061, -0.00110856, 0.00121667, -0.0119879, -0.00793011, 0.00872621, -0.0620324, -0.0403411, 0.0446106, -2.55717, -0.0402688, -0.01925
[2024-04-18 18:38:20.398213] [0x00007f006e7d1f80] [info] [0x00010092] [54] 1713479899865911, 0.531847, -0.00178424, -0.00119031, 0.00130663, -0.0126207, -0.00834138, 0.0091811, -0.0639206, -0.0415131, 0.0459246, -2.55757, -0.0404629, -0.0193796
[2024-04-18 18:38:20.408221] [0x00007f006e7d1f80] [info] [0x00010092] [55] 1713479899865911, 0.541865, -0.00191392, -0.00127598, 0.00140094, -0.0132706, -0.00876312, 0.00964775, -0.0658115, -0.0426833, 0.0472379, -2.55798, -0.0406577, -0.01951
[2024-04-18 18:38:20.418281] [0x00007f006e7d1f80] [info] [0x00010092] [56] 1713479899865911, 0.551874, -0.00205007, -0.00136584, 0.00149989, -0.0139387, -0.0091962, 0.0101271, -0.0677083, -0.0438537, 0.0485525, -2.55839, -0.0408536, -0.0196415
[2024-04-18 18:38:20.428452] [0x00007f006e7d1f80] [info] [0x00010092] [57] 1713479899865911, 0.561892, -0.00219314, -0.00146019, 0.0016038, -0.0146266, -0.00964139, 0.0106201, -0.0696137, -0.0450259, 0.0498703, -2.5588, -0.0410511, -0.0197743
[2024-04-18 18:38:20.438254] [0x00007f006e7d1f80] [info] [0x00010092] [58] 1713479899865911, 0.571869, -0.00234256, -0.00155864, 0.00171226, -0.0153306, -0.0100964, 0.0111242, -0.0715173, -0.0461932, 0.0511839, -2.55921, -0.041249, -0.0199078
[2024-04-18 18:38:20.448198] [0x00007f006e7d1f80] [info] [0x00010092] [59] 1713479899865911, 0.581858, -0.0024993, -0.00166182, 0.00182596, -0.0160545, -0.0105637, 0.0116421, -0.0734284, -0.0473615, 0.0524998, -2.55962, -0.0414486, -0.0200428
[2024-04-18 18:38:20.458442] [0x00007f006e7d1f80] [info] [0x00010092] [60] 1713479899865911, 0.592058, -0.00266691, -0.00177206, 0.00194746, -0.0168135, -0.0110529, 0.0121844, -0.0753845, -0.0485533, 0.0538436, -2.56005, -0.0416537, -0.0201818
[2024-04-18 18:38:20.468226] [0x00007f006e7d1f80] [info] [0x00010092] [61] 1713479899865911, 0.60187, -0.00283554, -0.00188286, 0.00206963, -0.0175624, -0.0115349, 0.0127191, -0.0772697, -0.0496982, 0.0551358, -2.56046, -0.0418524, -0.0203169
[2024-04-18 18:38:20.478532] [0x00007f006e7d1f80] [info] [0x00010092] [62] 1713479899865911, 0.61193, -0.00301616, -0.00200144, 0.00220039, -0.0183495, -0.0120407, 0.0132804, -0.0792053, -0.0508698, 0.0564594, -2.56088, -0.0420575, -0.0204566
[2024-04-18 18:38:20.488211] [0x00007f006e7d1f80] [info] [0x00010092] [63] 1713479899865911, 0.621865, -0.00320241, -0.00212359, 0.00233514, -0.0191459, -0.0125519, 0.0138478, -0.0811191, -0.0520241, 0.057765, -2.5613, -0.0422614, -0.020596
[2024-04-18 18:38:20.498271] [0x00007f006e7d1f80] [info] [0x00010092] [64] 1713479899865911, 0.631887, -0.00339839, -0.00225202, 0.00247685, -0.0199685, -0.0130791, 0.0144333, -0.0830509, -0.0531852, 0.0590797, -2.56172, -0.0424685, -0.0207378
[2024-04-18 18:38:20.508253] [0x00007f006e7d1f80] [info] [0x00010092] [65] 1713479899865911, 0.641891, -0.00360235, -0.00238554, 0.00262422, -0.020809, -0.0136169, 0.0150309, -0.0849799, -0.0543405, 0.0603891, -2.56215, -0.0426767, -0.0208808
[2024-04-18 18:38:20.518236] [0x00007f006e7d1f80] [info] [0x00010092] [66] 1713479899865911, 0.651835, -0.0038135, -0.00252366, 0.00277669, -0.0216636, -0.014163, 0.0156379, -0.0868971, -0.0554845, 0.0616873, -2.56257, -0.042885, -0.0210243
[2024-04-18 18:38:20.528351] [0x00007f006e7d1f80] [info] [0x00010092] [67] 1713479899865911, 0.661865, -0.00403519, -0.00266852, 0.00293666, -0.0225449, -0.0147253, 0.0162632, -0.08883, -0.0566335, 0.0629927, -2.563, -0.0430967, -0.0211704
[2024-04-18 18:38:20.538277] [0x00007f006e7d1f80] [info] [0x00010092] [68] 1713479899865911, 0.671884, -0.00426556, -0.00281891, 0.00310279, -0.0234445, -0.0152984, 0.0169008, -0.0907593, -0.057776, 0.0642922, -2.56344, -0.0433095, -0.0213177
[2024-04-18 18:38:20.548257] [0x00007f006e7d1f80] [info] [0x00010092] [69] 1713479899865911, 0.681885, -0.0045046, -0.00297482, 0.00327505, -0.0243618, -0.0158819, 0.0175503, -0.0926827, -0.0589105, 0.0655843, -2.56387, -0.0435234, -0.0214662
[2024-04-18 18:38:20.558281] [0x00007f006e7d1f80] [info] [0x00010092] [70] 1713479899865911, 0.69189, -0.00475301, -0.00313669, 0.00345394, -0.0252987, -0.0164769, 0.0182129, -0.0946039, -0.0600391, 0.0668713, -2.56431, -0.043739, -0.0216162
[2024-04-18 18:38:20.568245] [0x00007f006e7d1f80] [info] [0x00010092] [71] 1713479899865911, 0.701877, -0.00501042, -0.00330426, 0.00363919, -0.0262531, -0.0170822, 0.0188871, -0.0965179, -0.061159, 0.0681498, -2.56475, -0.0439556, -0.0217674
[2024-04-18 18:38:20.578452] [0x00007f006e7d1f80] [info] [0x00010092] [72] 1713479899865911, 0.711882, -0.00527794, -0.00347824, 0.00383159, -0.0272283, -0.0176996, 0.0195753, -0.098431, -0.0622735, 0.069424, -2.56519, -0.0441741, -0.0219204
[2024-04-18 18:38:20.588201] [0x00007f006e7d1f80] [info] [0x00010092] [73] 1713479899865911, 0.721866, -0.00555473, -0.00365808, 0.00403051, -0.0282206, -0.0183269, 0.0202748, -0.100335, -0.063378, 0.0706885, -2.56563, -0.0443938, -0.0220745
[2024-04-18 18:38:20.598266] [0x00007f006e7d1f80] [info] [0x00010092] [74] 1713479899865911, 0.731875, -0.00584225, -0.0038447, 0.004237, -0.0292344, -0.0189667, 0.0209886, -0.102238, -0.064477, 0.0719484, -2.56607, -0.0446155, -0.0222306
[2024-04-18 18:38:20.608192] [0x00007f006e7d1f80] [info] [0x00010092] [75] 1713479899865911, 0.741859, -0.00613925, -0.0040373, 0.00445016, -0.0302646, -0.0196159, 0.0217132, -0.10413, -0.0655646, 0.0731971, -2.56652, -0.0448382, -0.0223877
[2024-04-18 18:38:20.618337] [0x00007f006e7d1f80] [info] [0x00010092] [76] 1713479899865911, 0.751887, -0.00644801, -0.00423732, 0.0046716, -0.0313183, -0.0202788, 0.0224534, -0.106023, -0.0666478, 0.0744426, -2.56697, -0.0450635, -0.0225472
[2024-04-18 18:38:20.628274] [0x00007f006e7d1f80] [info] [0x00010092] [77] 1713479899865911, 0.761887, -0.00676653, -0.00444346, 0.00489988, -0.0323879, -0.0209507, 0.023204, -0.107903, -0.0677185, 0.0756756, -2.56742, -0.0452898, -0.0227078
[2024-04-18 18:38:20.638268] [0x00007f006e7d1f80] [info] [0x00010092] [78] 1713479899865911, 0.771884, -0.00709573, -0.00465631, 0.00513565, -0.033476, -0.021633, 0.0239667, -0.109775, -0.0687789, 0.0768986, -2.56788, -0.0455176, -0.0228699
[2024-04-18 18:38:20.648190] [0x00007f006e7d1f80] [info] [0x00010092] [79] 1713479899865911, 0.78186, -0.00743518, -0.00487556, 0.00537859, -0.0345804, -0.0223243, 0.0247399, -0.111633, -0.0698267, 0.0781091, -2.56833, -0.0457466, -0.0230333
[2024-04-18 18:38:20.658281] [0x00007f006e7d1f80] [info] [0x00010092] [80] 1713479899865911, 0.791888, -0.0077876, -0.00510295, 0.00563063, -0.0357092, -0.0230298, 0.0255292, -0.113492, -0.070869, 0.0793153, -2.56879, -0.0459784, -0.0231993
[2024-04-18 18:38:20.668250] [0x00007f006e7d1f80] [info] [0x00010092] [81] 1713479899865911, 0.80188, -0.0081501, -0.00533662, 0.0058897, -0.0368524, -0.0237431, 0.0263277, -0.115333, -0.0718965, 0.0805063, -2.56925, -0.046211, -0.0233663
[2024-04-18 18:38:20.678501] [0x00007f006e7d1f80] [info] [0x00010092] [82] 1713479899865911, 0.811876, -0.00852427, -0.00557757, 0.00615691, -0.0380144, -0.0244668, 0.0271383, -0.117165, -0.0729127, 0.0816864, -2.56972, -0.0464454, -0.0235351
[2024-04-18 18:38:20.688238] [0x00007f006e7d1f80] [info] [0x00010092] [83] 1713479899865911, 0.821874, -0.00891022, -0.00582585, 0.00643234, -0.0391949, -0.0252008, 0.0279609, -0.118986, -0.0739171, 0.0828549, -2.57018, -0.0466816, -0.0237056
[2024-04-18 18:38:20.698453] [0x00007f006e7d1f80] [info] [0x00010092] [84] 1713479899865911, 0.83187, -0.00930799, -0.00608147, 0.006716, -0.0403934, -0.0259447, 0.0287949, -0.120794, -0.0749089, 0.084011, -2.57065, -0.0469194, -0.0238779
[2024-04-18 18:38:20.708411] [0x00007f006e7d1f80] [info] [0x00010092] [85] 1713479899865911, 0.842015, -0.00972403, -0.00634855, 0.00701246, -0.0416281, -0.0267097, 0.0296531, -0.122616, -0.0759024, 0.0851714, -2.57113, -0.0471625, -0.0240545
[2024-04-18 18:38:20.718303] [0x00007f006e7d1f80] [info] [0x00010092] [86] 1713479899865911, 0.851887, -0.010141, -0.00661594, 0.00730937, -0.0428472, -0.0274637, 0.0304994, -0.124377, -0.0768562, 0.0862877, -2.57159, -0.0474009, -0.0242281
[2024-04-18 18:38:20.728432] [0x00007f006e7d1f80] [info] [0x00010092] [87] 1713479899865911, 0.861882, -0.0105755, -0.00689429, 0.00761854, -0.0440992, -0.0282367, 0.0313675, -0.126146, -0.0778084, 0.0874045, -2.57207, -0.0476439, -0.0244058
[2024-04-18 18:38:20.738413] [0x00007f006e7d1f80] [info] [0x00010092] [88] 1713479899865911, 0.87188, -0.0110227, -0.00718051, 0.00793654, -0.0453692, -0.0290193, 0.0322469, -0.127901, -0.078747, 0.0885077, -2.57255, -0.0478888, -0.0245853
[2024-04-18 18:38:20.748068] [0x00007f006e7d1f80] [info] [0x00010092] [89] 1713479899865911, 0.881851, -0.0114815, -0.00747379, 0.00826249, -0.0466532, -0.0298091, 0.0331348, -0.129637, -0.079669, 0.0895939, -2.57302, -0.0481349, -0.0247662
[2024-04-18 18:38:20.757939] [0x00007f006e7d1f80] [info] [0x00010092] [90] 1713479899865911, 0.891785, -0.0119514, -0.00777386, 0.00859609, -0.0479495, -0.030605, 0.0340301, -0.131351, -0.0805731, 0.0906615, -2.5735, -0.0483818, -0.0249483
[2024-04-18 18:38:20.767861] [0x00007f006e7d1f80] [info] [0x00010092] [91] 1713479899865911, 0.901808, -0.0124386, -0.00808468, 0.00894174, -0.0492747, -0.0314171, 0.0349442, -0.133065, -0.0814703, 0.0917237, -2.57399, -0.0486328, -0.025134
[2024-04-18 18:38:20.777785] [0x00007f006e7d1f80] [info] [0x00010092] [92] 1713479899865911, 0.911763, -0.0129357, -0.00840148, 0.00929417, -0.0506077, -0.0322325, 0.0358625, -0.13475, -0.0823464, 0.0927634, -2.57448, -0.0488839, -0.0253204
[2024-04-18 18:38:20.787843] [0x00007f006e7d1f80] [info] [0x00010092] [93] 1713479899865911, 0.921785, -0.0134497, -0.00872867, 0.00965826, -0.0519666, -0.0330622, 0.0367973, -0.136431, -0.0832127, 0.0937943, -2.57497, -0.0491386, -0.02551
[2024-04-18 18:38:20.797840] [0x00007f006e7d1f80] [info] [0x00010092] [94] 1713479899865911, 0.931788, -0.0139764, -0.00906357, 0.0100311, -0.0533397, -0.0338988, 0.0377406, -0.138091, -0.0840615, 0.0948072, -2.57546, -0.0493948, -0.0257013
[2024-04-18 18:38:20.807743] [0x00007f006e7d1f80] [info] [0x00010092] [95] 1713479899865911, 0.941753, -0.0145148, -0.00940556, 0.0104119, -0.0547239, -0.0347406, 0.0386903, -0.139726, -0.0848909, 0.0957999, -2.57595, -0.0496518, -0.0258939
[2024-04-18 18:38:20.817841] [0x00007f006e7d1f80] [info] [0x00010092] [96] 1713479899865911, 0.951806, -0.015072, -0.00975911, 0.0108057, -0.0561368, -0.0355982, 0.0396584, -0.141358, -0.0857111, 0.0967845, -2.57645, -0.0499131, -0.0260903
[2024-04-18 18:38:20.827861] [0x00007f006e7d1f80] [info] [0x00010092] [97] 1713479899865911, 0.961807, -0.0156406, -0.0101194, 0.0112072, -0.0575586, -0.0364594, 0.0406311, -0.142963, -0.0865102, 0.0977468, -2.57695, -0.050175, -0.0262878
[2024-04-18 18:38:20.837799] [0x00007f006e7d1f80] [info] [0x00010092] [98] 1713479899865911, 0.971797, -0.0162227, -0.010488, 0.011618, -0.0589947, -0.0373275, 0.0416124, -0.144546, -0.0872913, 0.0986906, -2.57746, -0.0504386, -0.0264872
